20 undirected graphs in udwGs.txt.
** Note: Since (x,y,w) in E implies (y,x,w) in E, only one edge is listed.

** G1: |V|=10  V={0,1,...,9}
(u, v, w) E = { 
      (55, 150, 0.342)
      (55, 152, 0.522)
      (55, 153, 0.776)
      (55, 154, 0.258)
      (55, 158, 0.075)
      (56, 58, 0.724)
      (56, 59, 0.727)
      (56, 62, 0.047)
      (56, 63, 0.044)
      (56, 65, 0.438)
      (56, 66, 0.055)
      (56, 67, 0.955)
      (56, 68, 0.076)
      (56, 71, 0.251)
      (56, 73, 0.745)
      (56, 75, 0.238)
      (56, 76, 0.950)
      (56, 77, 0.585)
      (56, 79, 0.047)
      (56, 80, 0.578)
      (56, 84, 0.015)
      (56, 87, 0.876)
      (56, 88, 0.972)
      (56, 89, 0.542)
      (56, 90, 0.749)
      (56, 91, 0.344)
      (56, 94, 0.849)
      (56, 95, 0.109)
      (56, 96, 0.032)
      (56, 99, 0.899)
      (56, 101, 0.399)
      (56, 102, 0.300)
      (56, 104, 0.126)
      (56, 105, 0.394)
      (56, 107, 0.909)
      (56, 108, 0.130)
      (56, 114, 0.685)
      (56, 115, 0.412)
      (56, 117, 0.786)
      (56, 118, 0.077)
      (56, 122, 0.395)
      (56, 123, 0.961)
      (56, 126, 0.961)
      (56, 132, 0.999)
      (56, 137, 0.251)
      (56, 139, 0.034)
      (56, 140, 0.396)
      (56, 141, 0.976)
      (56, 151, 0.804)
      (56, 152, 0.719)
      (56, 154, 0.167)
      (56, 156, 0.873)
      (56, 157, 0.174)
      (57, 59, 0.694)
      (57, 62, 0.456)
      (57, 63, 0.486)
      (57, 65, 0.037)
      (57, 67, 0.229)
      (57, 68, 0.070)
      (57, 73, 0.047)
      (57, 76, 0.299)
      (57, 77, 0.525)
      (57, 79, 0.033)
      (57, 80, 0.489)
      (57, 81, 0.652)
      (57, 82, 0.095)
      (57, 84, 0.130)
      (57, 85, 0.332)
      (57, 86, 0.770)
      (57, 87, 0.128)
      (57, 88, 0.269)
      (57, 89, 0.254)
      (57, 91, 0.462)
      (57, 96, 0.234)
      (57, 98, 0.954)
      (57, 100, 0.437)
      (57, 102, 0.708)
      (57, 103, 0.764)
      (57, 104, 0.168)
      (57, 105, 0.519)
      (57, 106, 0.121)
      (57, 109, 0.924)
      (57, 116, 0.499)
      (57, 118, 0.595)
      (57, 123, 0.076)
      (57, 127, 0.243)
      (57, 128, 0.367)
      (57, 131, 0.018)
      (57, 132, 0.406)
      (57, 134, 0.554)
      (57, 136, 0.838)
      (57, 144, 0.888)
      (57, 145, 0.324)
      (57, 147, 0.559)
      (57, 150, 0.594)
      (57, 151, 0.041)
      (57, 153, 0.961)
      (57, 158, 0.202)
      (57, 159, 0.296)
      (58, 59, 0.001)
      (58, 60, 0.726)
      (58, 63, 0.535)
      (58, 64, 0.752)
      (58, 65, 0.876)
      (58, 69, 0.497)
      (58, 70, 0.495)
      (58, 72, 0.021)
      (58, 74, 0.380)
      (58, 78, 0.512)
      (58, 81, 0.043)
      (58, 83, 0.811)
      (58, 84, 0.237)
      (58, 85, 0.711)
      (58, 89, 0.375)
      (58, 90, 0.319)
      (58, 94, 0.012)
      (58, 97, 0.194)
      (58, 99, 0.554)
      (58, 100, 0.963)
      (58, 101, 0.016)
      (58, 102, 0.418)
      (58, 103, 0.699)
      (58, 104, 0.294)
      (58, 107, 0.306)
      (58, 108, 0.702)
      (58, 110, 0.078)
      (58, 112, 0.722)
      (58, 115, 0.967)
      (58, 118, 0.662)
      (58, 123, 0.830)
      (58, 127, 0.641)
      (58, 129, 0.786)
      (58, 133, 0.208)
      (58, 136, 0.757)
      (58, 137, 0.909)
      (58, 139, 0.161)
      (58, 140, 0.797)
      (58, 142, 0.628)
      (58, 143, 0.636)
      (58, 144, 0.582)
      (58, 146, 0.785)
      (58, 147, 0.668)
      (58, 148, 0.728)
      (58, 149, 0.312)
      (58, 151, 0.798)
      (58, 154, 0.503)
      (58, 157, 0.640)
      (58, 159, 0.935)
      (59, 62, 0.252)
      (59, 66, 0.603)
      (59, 68, 0.355)
      (59, 69, 0.328)
      (59, 71, 0.314)
      (59, 74, 0.434)
      (59, 75, 0.704)
      (59, 78, 0.185)
      (59, 80, 0.859)
      (59, 82, 0.871)
      (59, 83, 0.742)
      (59, 89, 0.676)
      (59, 90, 0.198)
      (59, 93, 0.128)
      (59, 96, 0.061)
      (59, 97, 0.977)
      (59, 98, 0.675)
      (59, 101, 0.408)
      (59, 106, 0.581)
      (59, 108, 0.409)
      (59, 109, 0.536)
      (59, 110, 0.707)
      (59, 112, 0.601)
      (59, 114, 0.640)
      (59, 115, 0.818)
      (59, 116, 0.721)
      (59, 117, 0.606)
      (59, 118, 0.964)
      (59, 120, 0.421)
      (59, 123, 0.610)
      (59, 127, 0.620)
      (59, 134, 0.979)
      (59, 135, 0.895)
      (59, 136, 0.458)
      (59, 139, 0.691)
      (59, 143, 0.061)
      (59, 144, 0.971)
      (59, 145, 0.596)
      (59, 146, 0.433)
      (59, 147, 0.942)
      (59, 149, 0.293)
      (59, 151, 0.645)
      (59, 155, 0.422)
      (59, 156, 0.319)
      (59, 157, 0.359)
      (59, 158, 0.023)
      (60, 61, 0.640)
      (60, 66, 0.890)
      (60, 68, 0.193)
      (60, 72, 0.863)
      (60, 75, 0.088)
      (60, 76, 0.419)
      (60, 77, 0.845)
      (60, 78, 0.812)
      (60, 79, 0.147)
      (60, 81, 0.432)
      (60, 82, 0.435)
      (60, 83, 0.899)
      (60, 84, 0.291)
      (60, 86, 0.929)
      (60, 88, 0.067)
      (60, 90, 0.744)
      (60, 93, 0.219)
      (60, 95, 0.069)
      (60, 96, 0.618)
      (60, 97, 0.680)
      (60, 99, 0.602)
      (60, 101, 0.122)
      (60, 102, 0.105)
      (60, 104, 0.016)
      (60, 107, 0.162)
      (60, 109, 0.097)
      (60, 110, 0.054)
      (60, 113, 0.490)
      (60, 118, 0.966)
      (60, 119, 0.398)
      (60, 121, 0.056)
      (60, 122, 0.210)
      (60, 127, 0.438)
      (60, 128, 0.502)
      (60, 129, 0.477)
      (60, 131, 0.781)
      (60, 132, 0.790)
      (60, 134, 0.154)
      (60, 135, 0.139)
      (60, 137, 0.076)
      (60, 138, 0.276)
      (60, 139, 0.824)
      (60, 142, 0.598)
      (60, 143, 0.111)
      (60, 144, 0.912)
      (60, 147, 0.187)
      (60, 149, 0.570)
      (60, 152, 0.809)
      (60, 153, 0.103)
      (60, 154, 0.206)
      (60, 155, 0.933)
      (60, 157, 0.975)
      (60, 158, 0.885)
      (60, 159, 0.006)
      (61, 62, 0.724)
      (61, 63, 0.708)
      (61, 64, 0.362)
      (61, 66, 0.094)
      (61, 69, 0.483)
      (61, 71, 0.586)
      (61, 74, 0.274)
      (61, 75, 0.617)
      (61, 76, 0.329)
      (61, 78, 0.396)
      (61, 80, 0.520)
      (61, 81, 0.334)
      (61, 89, 0.193)
      (61, 90, 0.886)
      (61, 92, 0.906)
      (61, 95, 0.653)
      (61, 96, 0.696)
      (61, 97, 0.997)
      (61, 98, 0.353)
      (61, 99, 0.609)
      (61, 100, 0.271)
      (61, 107, 0.306)
      (61, 108, 0.260)
      (61, 112, 0.940)
      (61, 115, 0.247)
      (61, 116, 0.940)
      (61, 117, 0.806)
      (61, 128, 0.464)
      (61, 130, 0.796)
      (61, 131, 0.087)
      (61, 132, 0.441)
      (61, 135, 0.841)
      (61, 136, 0.836)
      (61, 138, 0.293)
      (61, 140, 0.006)
      (61, 141, 0.374)
      (61, 142, 0.195)
      (61, 144, 0.174)
      (61, 147, 0.434)
      (61, 150, 0.980)
      (61, 153, 0.621)
      (61, 154, 0.797)
      (61, 155, 0.238)
      (61, 156, 0.584)
      (62, 63, 0.504)
      (62, 64, 0.983)
      (62, 65, 0.572)
      (62, 66, 0.200)
      (62, 69, 0.489)
      (62, 76, 0.991)
      (62, 77, 0.954)
      (62, 78, 0.705)
      (62, 81, 0.529)
      (62, 82, 0.562)
      (62, 83, 0.413)
      (62, 85, 0.836)
      (62, 86, 0.293)
      (62, 87, 0.116)
      (62, 88, 0.133)
      (62, 93, 0.262)
      (62, 94, 0.279)
      (62, 95, 0.952)
      (62, 96, 0.470)
      (62, 98, 0.670)
      (62, 101, 0.397)
      (62, 103, 0.683)
      (62, 104, 0.546)
      (62, 105, 0.694)
      (62, 109, 0.313)
      (62, 111, 0.759)
      (62, 114, 0.480)
      (62, 117, 0.152)
      (62, 121, 0.289)
      (62, 122, 0.874)
      (62, 127, 0.765)
      (62, 129, 0.514)
      (62, 130, 0.870)
      (62, 131, 0.239)
      (62, 133, 0.155)
      (62, 134, 0.739)
      (62, 139, 0.262)
      (62, 140, 0.197)
      (62, 143, 0.962)
      (62, 144, 0.603)
      (62, 146, 0.917)
      (62, 147, 0.429)
      (62, 151, 0.609)
      (62, 152, 0.453)
      (62, 157, 0.422)
      (62, 158, 0.033)
      (63, 65, 0.820)
      (63, 67, 0.862)
      (63, 69, 0.489)
      (63, 76, 0.100)
      (63, 77, 0.902)
      (63, 78, 0.001)
      (63, 81, 0.521)
      (63, 82, 0.009)
      (63, 83, 0.129)
      (63, 84, 0.702)
      (63, 87, 0.958)
      (63, 89, 0.576)
      (63, 90, 0.389)
      (63, 91, 0.053)
      (63, 92, 0.375)
      (63, 96, 0.335)
      (63, 101, 0.878)
      (63, 106, 0.079)
      (63, 110, 0.092)
      (63, 111, 0.705)
      (63, 114, 0.821)
      (63, 117, 0.534)
      (63, 120, 0.860)
      (63, 121, 0.535)
      (63, 122, 0.907)
      (63, 128, 0.059)
      (63, 129, 0.063)
      (63, 132, 0.507)
      (63, 134, 0.376)
      (63, 135, 0.020)
      (63, 138, 0.756)
      (63, 141, 0.218)
      (63, 143, 0.441)
      (63, 145, 0.133)
      (63, 146, 0.748)
      (63, 148, 0.296)
      (63, 149, 0.088)
      (63, 150, 0.588)
      (63, 151, 0.930)
      (63, 155, 0.804)
      (63, 156, 0.070)
      (63, 158, 0.754)
      (63, 159, 0.981)
      (64, 65, 0.302)
      (64, 67, 0.334)
      (64, 70, 0.717)
      (64, 74, 0.619)
      (64, 75, 0.369)
      (64, 79, 0.987)
      (64, 80, 0.815)
      (64, 83, 0.615)
      (64, 85, 0.090)
      (64, 86, 0.343)
      (64, 87, 0.091)
      (64, 89, 0.808)
      (64, 92, 0.009)
      (64, 93, 0.565)
      (64, 94, 0.048)
      (64, 97, 0.538)
      (64, 99, 0.289)
      (64, 101, 0.906)
      (64, 106, 0.399)
      (64, 108, 0.970)
      (64, 109, 0.397)
      (64, 111, 0.564)
      (64, 116, 0.561)
      (64, 117, 0.008)
      (64, 118, 0.447)
      (64, 119, 0.740)
      (64, 122, 0.476)
      (64, 124, 0.661)
      (64, 125, 0.433)
      (64, 126, 0.565)
      (64, 127, 0.987)
      (64, 128, 0.948)
      (64, 129, 0.017)
      (64, 132, 0.182)
      (64, 137, 0.389)
      (64, 138, 0.729)
      (64, 139, 0.145)
      (64, 140, 0.419)
      (64, 143, 0.969)
      (64, 144, 0.070)
      (64, 145, 0.784)
      (64, 147, 0.168)
      (64, 149, 0.317)
      (64, 150, 0.143)
      (64, 156, 0.264)
      (64, 157, 0.800)
      (64, 159, 0.951)
      (65, 67, 0.964)
      (65, 69, 0.244)
      (65, 70, 0.683)
      (65, 71, 0.309)
      (65, 72, 0.683)
      (65, 74, 0.119)
      (65, 75, 0.160)
      (65, 76, 0.502)
      (65, 80, 0.531)
      (65, 82, 0.748)
      (65, 83, 0.120)
      (65, 84, 0.289)
      (65, 85, 0.016)
      (65, 86, 0.774)
      (65, 87, 0.671)
      (65, 88, 0.640)
      (65, 89, 0.379)
      (65, 90, 0.416)
      (65, 91, 0.250)
      (65, 92, 0.883)
      (65, 93, 0.894)
      (65, 94, 0.556)
      (65, 98, 0.952)
      (65, 99, 0.886)
      (65, 101, 0.077)
      (65, 108, 0.137)
      (65, 109, 0.731)
      (65, 110, 0.938)
      (65, 111, 0.487)
      (65, 115, 0.392)
      (65, 122, 0.660)
      (65, 126, 0.008)
      (65, 127, 0.377)
      (65, 128, 0.159)
      (65, 129, 0.354)
      (65, 131, 0.808)
      (65, 132, 0.097)
      (65, 133, 0.616)
      (65, 134, 0.256)
      (65, 137, 0.697)
      (65, 138, 0.806)
      (65, 139, 0.083)
      (65, 140, 0.474)
      (65, 142, 0.772)
      (65, 145, 0.772)
      (65, 146, 0.147)
      (65, 147, 0.514)
      (65, 148, 0.628)
      (65, 149, 0.229)
      (65, 152, 0.272)
      (65, 155, 0.302)
      (65, 157, 0.182)
      (65, 158, 0.554)
      (66, 67, 0.206)
      (66, 68, 0.592)
      (66, 71, 0.642)
      (66, 73, 0.289)
      (66, 77, 0.979)
      (66, 78, 0.014)
      (66, 79, 0.166)
      (66, 80, 0.382)
      (66, 82, 0.989)
      (66, 83, 0.722)
      (66, 85, 0.012)
      (66, 86, 0.836)
      (66, 87, 0.721)
      (66, 88, 0.862)
      (66, 90, 0.015)
      (66, 93, 0.892)
      (66, 94, 0.929)
      (66, 96, 0.848)
      (66, 97, 0.028)
      (66, 100, 0.725)
      (66, 104, 0.673)
      (66, 106, 0.725)
      (66, 107, 0.581)
      (66, 108, 0.630)
      (66, 110, 0.496)
      (66, 111, 0.769)
      (66, 115, 0.359)
      (66, 116, 0.624)
      (66, 120, 0.144)
      (66, 122, 0.799)
      (66, 127, 0.288)
      (66, 130, 0.413)
      (66, 134, 0.661)
      (66, 135, 0.612)
      (66, 136, 0.927)
      (66, 138, 0.694)
      (66, 139, 0.398)
      (66, 142, 0.364)
      (66, 144, 0.608)
      (66, 147, 0.865)
      (66, 151, 0.455)
      (66, 152, 0.686)
      (66, 153, 0.255)
      (66, 155, 0.283)
      (66, 159, 0.354)
      (67, 69, 0.816)
      (67, 70, 0.093)
      (67, 72, 0.367)
      (67, 73, 0.268)
      (67, 75, 0.054)
      (67, 76, 0.526)
      (67, 77, 0.007)
      (67, 78, 0.975)
      (67, 79, 0.410)
      (67, 80, 0.319)
      (67, 81, 0.922)
      (67, 82, 0.820)
      (67, 83, 0.374)
      (67, 84, 0.808)
      (67, 87, 0.850)
      (67, 88, 0.346)
      (67, 89, 0.406)
      (67, 91, 0.329)
      (67, 94, 0.709)
      (67, 98, 0.936)
      (67, 103, 0.830)
      (67, 105, 0.178)
      (67, 106, 0.158)
      (67, 110, 0.758)
      (67, 111, 0.555)
      (67, 115, 0.437)
      (67, 116, 0.301)
      (67, 117, 0.557)
      (67, 118, 0.221)
      (67, 121, 0.725)
      (67, 127, 0.653)
      (67, 129, 0.312)
      (67, 132, 0.119)
      (67, 133, 0.473)
      (67, 134, 0.827)
      (67, 137, 0.639)
      (67, 138, 0.526)
      (67, 146, 0.633)
      (67, 151, 0.866)
      (67, 152, 0.835)
      (67, 153, 0.867)
      (67, 157, 0.830)
      (67, 158, 0.565)
      (68, 71, 0.854)
      (68, 74, 0.500)
      (68, 76, 0.837)
      (68, 78, 0.585)
      (68, 79, 0.153)
      (68, 80, 0.735)
      (68, 81, 0.910)
      (68, 83, 0.731)
      (68, 84, 0.240)
      (68, 87, 0.140)
      (68, 88, 0.967)
      (68, 89, 0.225)
      (68, 90, 0.984)
      (68, 95, 0.101)
      (68, 96, 0.806)
      (68, 97, 0.459)
      (68, 98, 0.229)
      (68, 101, 0.057)
      (68, 103, 0.552)
      (68, 106, 0.239)
      (68, 108, 0.007)
      (68, 109, 0.847)
      (68, 110, 0.333)
      (68, 112, 0.231)
      (68, 115, 0.706)
      (68, 116, 0.098)
      (68, 118, 0.705)
      (68, 120, 0.940)
      (68, 122, 0.883)
      (68, 123, 0.677)
      (68, 125, 0.740)
      (68, 130, 0.261)
      (68, 131, 0.998)
      (68, 133, 0.774)
      (68, 134, 0.767)
      (68, 136, 0.384)
      (68, 137, 0.264)
      (68, 139, 0.354)
      (68, 140, 0.712)
      (68, 141, 0.580)
      (68, 142, 0.970)
      (68, 143, 0.300)
      (68, 144, 0.629)
      (68, 148, 0.169)
      (68, 149, 0.075)
      (68, 150, 0.818)
      (68, 151, 0.508)
      (68, 153, 0.841)
      (68, 154, 0.632)
      (68, 155, 0.332)
      (68, 156, 0.704)
      (68, 157, 0.294)
      (68, 158, 0.603)
      (69, 70, 0.368)
      (69, 71, 0.324)
      (69, 73, 0.082)
      (69, 76, 0.909)
      (69, 79, 0.705)
      (69, 82, 0.778)
      (69, 84, 0.459)
      (69, 87, 0.184)
      (69, 88, 0.348)
      (69, 89, 0.243)
      (69, 91, 0.957)
      (69, 93, 0.497)
      (69, 95, 0.744)
      (69, 96, 0.200)
      (69, 97, 0.417)
      (69, 99, 0.516)
      (69, 101, 0.030)
      (69, 104, 0.352)
      (69, 105, 0.191)
      (69, 106, 0.955)
      (69, 107, 0.957)
      (69, 108, 0.148)
      (69, 109, 0.283)
      (69, 110, 0.886)
      (69, 112, 0.643)
      (69, 113, 0.899)
      (69, 116, 0.263)
      (69, 119, 0.457)
      (69, 122, 0.187)
      (69, 124, 0.933)
      (69, 125, 0.900)
      (69, 127, 0.850)
      (69, 128, 0.727)
      (69, 131, 0.551)
      (69, 132, 0.565)
      (69, 136, 0.837)
      (69, 137, 0.532)
      (69, 140, 0.571)
      (69, 143, 0.669)
      (69, 144, 0.138)
      (69, 146, 0.257)
      (69, 147, 0.143)
      (69, 149, 0.547)
      (69, 152, 0.875)
      (69, 153, 0.604)
      (69, 154, 0.090)
      (69, 156, 0.453)
      (69, 158, 0.843)
      (69, 159, 0.236)
      (70, 71, 0.479)
      (70, 73, 0.600)
      (70, 75, 0.947)
      (70, 76, 0.935)
      (70, 79, 0.295)
      (70, 83, 0.434)
      (70, 84, 0.151)
      (70, 85, 0.691)
      (70, 86, 0.055)
      (70, 87, 0.684)
      (70, 89, 0.479)
      (70, 91, 0.608)
      (70, 95, 0.974)
      (70, 96, 0.071)
      (70, 97, 0.170)
      (70, 99, 0.263)
      (70, 101, 0.796)
      (70, 102, 0.942)
      (70, 105, 0.842)
      (70, 106, 0.423)
      (70, 107, 0.748)
      (70, 108, 0.508)
      (70, 110, 0.630)
      (70, 113, 0.837)
      (70, 114, 0.146)
      (70, 115, 0.823)
      (70, 116, 0.614)
      (70, 117, 0.158)
      (70, 118, 0.060)
      (70, 119, 0.093)
      (70, 120, 0.491)
      (70, 121, 0.901)
      (70, 122, 0.127)
      (70, 127, 0.457)
      (70, 131, 0.365)
      (70, 135, 0.764)
      (70, 137, 0.004)
      (70, 142, 0.860)
      (70, 144, 0.755)
      (70, 145, 0.572)
      (70, 147, 0.194)
      (70, 149, 0.283)
      (70, 150, 0.368)
      (70, 152, 0.526)
      (70, 154, 0.985)
      (70, 159, 0.119)
      (71, 72, 0.998)
      (71, 73, 0.492)
      (71, 76, 0.997)
      (71, 78, 0.192)
      (71, 79, 0.907)
      (71, 80, 0.539)
      (71, 81, 0.425)
      (71, 83, 0.524)
      (71, 85, 0.427)
      (71, 87, 0.017)
      (71, 88, 0.396)
      (71, 90, 0.683)
      (71, 91, 0.084)
      (71, 93, 0.046)
      (71, 94, 0.982)
      (71, 96, 0.261)
      (71, 97, 0.478)
      (71, 98, 0.407)
      (71, 99, 0.323)
      (71, 100, 0.793)
      (71, 101, 0.288)
      (71, 102, 0.464)
      (71, 104, 0.012)
      (71, 105, 0.215)
      (71, 107, 0.260)
      (71, 108, 0.954)
      (71, 114, 0.337)
      (71, 115, 0.790)
      (71, 116, 0.741)
      (71, 117, 0.155)
      (71, 118, 0.253)
      (71, 119, 0.261)
      (71, 121, 0.364)
      (71, 124, 0.228)
      (71, 125, 0.980)
      (71, 127, 0.905)
      (71, 130, 0.769)
      (71, 132, 0.266)
      (71, 133, 0.931)
      (71, 137, 0.051)
      (71, 138, 0.830)
      (71, 149, 0.906)
      (71, 151, 0.270)
      (71, 152, 0.585)
      (71, 153, 0.723)
      (71, 154, 0.208)
      (71, 155, 0.789)
      (71, 156, 0.934)
      (71, 159, 0.306)
      (72, 73, 0.846)
      (72, 74, 0.932)
      (72, 75, 0.040)
      (72, 80, 0.698)
      (72, 82, 0.576)
      (72, 83, 0.741)
      (72, 84, 0.868)
      (72, 85, 0.680)
      (72, 86, 0.375)
      (72, 87, 0.223)
      (72, 88, 0.064)
      (72, 90, 0.465)
      (72, 92, 0.591)
      (72, 95, 0.129)
      (72, 96, 0.480)
      (72, 98, 0.732)
      (72, 99, 0.964)
      (72, 100, 0.429)
      (72, 102, 0.420)
      (72, 105, 0.280)
      (72, 109, 0.372)
      (72, 111, 0.812)
      (72, 112, 0.632)
      (72, 113, 0.572)
      (72, 117, 0.738)
      (72, 119, 0.411)
      (72, 120, 0.249)
      (72, 122, 0.472)
      (72, 123, 0.607)
      (72, 125, 0.554)
      (72, 126, 0.129)
      (72, 128, 0.923)
      (72, 130, 0.516)
      (72, 132, 0.767)
      (72, 133, 0.294)
      (72, 135, 0.975)
      (72, 136, 0.445)
      (72, 138, 0.431)
      (72, 139, 0.452)
      (72, 144, 0.504)
      (72, 148, 0.309)
      (72, 149, 0.476)
      (72, 150, 0.925)
      (72, 154, 0.221)
      (72, 156, 0.657)
      (72, 158, 0.234)
      (72, 159, 0.638)
      (73, 76, 0.086)
      (73, 79, 0.492)
      (73, 80, 0.120)
      (73, 82, 0.220)
      (73, 83, 0.031)
      (73, 86, 0.411)
      (73, 87, 0.098)
      (73, 92, 0.689)
      (73, 93, 0.969)
      (73, 94, 0.056)
      (73, 96, 0.027)
      (73, 98, 0.609)
      (73, 99, 0.448)
      (73, 101, 0.199)
      (73, 104, 0.806)
      (73, 106, 0.139)
      (73, 108, 0.936)
      (73, 109, 0.673)
      (73, 110, 0.935)
      (73, 111, 0.833)
      (73, 115, 0.638)
      (73, 116, 0.750)
      (73, 117, 0.523)
      (73, 119, 0.660)
      (73, 120, 0.973)
      (73, 121, 0.479)
      (73, 122, 0.019)
