1 directed weighted graphs; all are reachable from vertex 0.

** G1: |V| = 1000
(u, v) E = { 
      (521, 483, 0.12757)
      (521, 495, 0.23243)
      (521, 506, 0.56327)
      (521, 522, 0.23001)
      (521, 557, 0.21022)
      (521, 570, 0.59839)
      (521, 584, 0.71356)
      (521, 597, 0.79587)
      (521, 607, 0.68103)
      (521, 626, 0.71878)
      (521, 630, 0.19301)
      (521, 656, 0.44101)
      (521, 672, 0.32776)
      (521, 688, 0.30107)
      (521, 699, 0.21445)
      (521, 700, 0.84881)
      (521, 705, 0.99610)
      (521, 736, 0.02478)
      (521, 741, 0.74763)
      (521, 787, 0.87542)
      (521, 850, 0.57824)
      (521, 858, 0.67232)
      (521, 860, 0.16785)
      (521, 871, 0.41067)
      (521, 894, 0.46985)
      (521, 908, 0.27549)
      (521, 949, 0.99171)
      (521, 951, 0.82700)
      (521, 952, 0.37981)
      (521, 968, 0.21466)
      (521, 997, 0.78271)
      (522, 21, 0.88045)
      (522, 26, 0.23393)
      (522, 41, 0.21854)
      (522, 77, 0.35224)
      (522, 120, 0.61776)
      (522, 122, 0.42246)
      (522, 206, 0.89748)
      (522, 224, 0.33748)
      (522, 226, 0.09320)
      (522, 227, 0.35226)
      (522, 231, 0.84565)
      (522, 238, 0.60027)
      (522, 243, 0.51046)
      (522, 262, 0.45896)
      (522, 278, 0.00997)
      (522, 291, 0.81635)
      (522, 302, 0.45155)
      (522, 337, 0.13672)
      (522, 342, 0.42633)
      (522, 350, 0.81862)
      (522, 364, 0.19396)
      (522, 365, 0.23773)
      (522, 395, 0.06358)
      (522, 430, 0.85064)
      (522, 443, 0.29580)
      (522, 490, 0.55913)
      (522, 507, 0.73120)
      (522, 548, 0.63983)
      (522, 588, 0.24927)
      (522, 592, 0.93808)
      (522, 612, 0.59233)
      (522, 639, 0.22865)
      (522, 647, 0.15597)
      (522, 680, 0.90212)
      (522, 684, 0.02951)
      (522, 688, 0.10518)
      (522, 703, 0.07099)
      (522, 708, 0.32571)
      (522, 717, 0.52950)
      (522, 721, 0.00568)
      (522, 728, 0.76171)
      (522, 729, 0.76555)
      (522, 753, 0.58360)
      (522, 757, 0.16184)
      (522, 763, 0.03284)
      (522, 773, 0.54785)
      (522, 804, 0.57791)
      (522, 839, 0.93266)
      (522, 843, 0.58034)
      (522, 847, 0.25527)
      (522, 849, 0.53265)
      (522, 868, 0.93470)
      (522, 886, 0.09425)
      (522, 918, 0.47308)
      (522, 927, 0.04791)
      (522, 954, 0.67790)
      (523, 14, 0.40449)
      (523, 31, 0.21842)
      (523, 59, 0.62495)
      (523, 85, 0.83692)
      (523, 149, 0.47355)
      (523, 158, 0.58566)
      (523, 167, 0.35655)
      (523, 200, 0.09394)
      (523, 212, 0.61834)
      (523, 268, 0.16906)
      (523, 271, 0.12748)
      (523, 273, 0.03681)
      (523, 296, 0.24826)
      (523, 299, 0.85000)
      (523, 331, 0.93122)
      (523, 349, 0.28627)
      (523, 378, 0.78967)
      (523, 381, 0.37309)
      (523, 391, 0.31633)
      (523, 419, 0.66734)
      (523, 433, 0.01129)
      (523, 451, 0.07874)
      (523, 484, 0.04596)
      (523, 485, 0.83459)
      (523, 499, 0.10012)
      (523, 508, 0.45507)
      (523, 524, 0.28428)
      (523, 591, 0.43949)
      (523, 610, 0.61570)
      (523, 648, 0.17790)
      (523, 658, 0.26055)
      (523, 679, 0.18330)
      (523, 694, 0.96654)
      (523, 696, 0.76184)
      (523, 699, 0.15980)
      (523, 711, 0.67048)
      (523, 714, 0.49007)
      (523, 717, 0.20272)
      (523, 728, 0.64025)
      (523, 730, 0.61209)
      (523, 745, 0.56814)
      (523, 785, 0.16227)
      (523, 791, 0.96717)
      (523, 794, 0.49922)
      (523, 805, 0.06224)
      (523, 813, 0.00253)
      (523, 833, 0.07985)
      (523, 844, 0.07768)
      (523, 860, 0.03620)
      (523, 923, 0.43019)
      (523, 931, 0.47882)
      (523, 946, 0.12708)
      (523, 964, 0.15865)
      (523, 995, 0.70473)
      (524, 31, 0.82978)
      (524, 39, 0.30399)
      (524, 40, 0.69956)
      (524, 46, 0.82913)
      (524, 58, 0.79640)
      (524, 69, 0.97068)
      (524, 85, 0.25481)
      (524, 99, 0.37481)
      (524, 126, 0.98237)
      (524, 140, 0.79224)
      (524, 150, 0.11401)
      (524, 158, 0.48655)
      (524, 171, 0.26196)
      (524, 182, 0.66644)
      (524, 193, 0.40582)
      (524, 225, 0.31910)
      (524, 234, 0.59328)
      (524, 244, 0.47566)
      (524, 252, 0.05449)
      (524, 253, 0.33095)
      (524, 256, 0.54206)
      (524, 286, 0.62715)
      (524, 298, 0.92411)
      (524, 310, 0.45408)
      (524, 318, 0.45136)
      (524, 352, 0.90211)
      (524, 359, 0.00735)
      (524, 367, 0.52970)
      (524, 369, 0.23642)
      (524, 372, 0.08484)
      (524, 405, 0.53713)
      (524, 417, 0.87491)
      (524, 434, 0.95805)
      (524, 458, 0.47398)
      (524, 462, 0.77248)
      (524, 464, 0.30475)
      (524, 468, 0.92933)
      (524, 473, 0.64213)
      (524, 479, 0.95084)
      (524, 532, 0.92589)
      (524, 533, 0.97718)
      (524, 557, 0.86104)
      (524, 565, 0.55422)
      (524, 571, 0.72502)
      (524, 574, 0.08916)
      (524, 593, 0.59665)
      (524, 599, 0.76842)
      (524, 605, 0.71949)
      (524, 615, 0.48828)
      (524, 641, 0.07336)
      (524, 654, 0.85629)
      (524, 669, 0.55654)
      (524, 671, 0.00966)
      (524, 679, 0.45738)
      (524, 682, 0.12887)
      (524, 685, 0.94841)
      (524, 701, 0.45840)
      (524, 706, 0.02168)
      (524, 731, 0.48999)
      (524, 735, 0.53658)
      (524, 739, 0.86423)
      (524, 769, 0.11552)
      (524, 777, 0.14573)
      (524, 788, 0.53138)
      (524, 794, 0.04665)
      (524, 800, 0.19159)
      (524, 819, 0.46038)
      (524, 829, 0.11148)
      (524, 835, 0.39150)
      (524, 869, 0.51775)
      (524, 880, 0.35485)
      (524, 897, 0.92309)
      (524, 900, 0.13946)
      (524, 911, 0.84970)
      (524, 914, 0.20660)
      (524, 937, 0.48818)
      (524, 986, 0.22376)
      (525,  5, 0.71792)
      (525, 12, 0.35675)
      (525, 23, 0.74698)
      (525, 25, 0.14733)
      (525, 47, 0.29772)
      (525, 98, 0.88822)
      (525, 107, 0.62197)
      (525, 119, 0.53638)
      (525, 145, 0.87331)
      (525, 150, 0.20505)
      (525, 152, 0.25223)
      (525, 161, 0.14496)
      (525, 163, 0.79379)
      (525, 174, 0.52511)
      (525, 175, 0.27264)
      (525, 179, 0.09163)
      (525, 187, 0.78483)
      (525, 192, 0.30860)
      (525, 212, 0.48643)
      (525, 215, 0.33923)
      (525, 233, 0.46962)
      (525, 235, 0.48486)
      (525, 244, 0.38078)
      (525, 253, 0.52417)
      (525, 258, 0.82334)
      (525, 261, 0.78134)
      (525, 282, 0.52912)
      (525, 295, 0.19799)
      (525, 302, 0.41487)
      (525, 327, 0.33219)
      (525, 329, 0.72962)
      (525, 334, 0.77501)
      (525, 388, 0.04333)
      (525, 414, 0.38732)
      (525, 438, 0.17987)
      (525, 488, 0.71346)
      (525, 510, 0.87830)
      (525, 533, 0.73230)
      (525, 550, 0.84348)
      (525, 569, 0.15451)
      (525, 585, 0.19611)
      (525, 611, 0.49496)
      (525, 627, 0.55757)
      (525, 646, 0.75003)
      (525, 659, 0.08054)
      (525, 675, 0.39682)
      (525, 763, 0.22343)
      (525, 775, 0.33039)
      (525, 815, 0.64890)
      (525, 850, 0.59896)
      (525, 855, 0.38894)
      (525, 860, 0.06007)
      (525, 865, 0.86986)
      (525, 874, 0.36705)
      (525, 926, 0.52412)
      (525, 980, 0.68096)
      (525, 981, 0.37893)
      (525, 996, 0.60278)
      (526,  2, 0.21333)
      (526, 29, 0.20104)
      (526, 51, 0.33759)
      (526, 60, 0.51845)
      (526, 77, 0.74294)
      (526, 85, 0.43252)
      (526, 95, 0.27151)
      (526, 119, 0.66296)
      (526, 135, 0.09465)
      (526, 144, 0.25813)
      (526, 186, 0.86863)
      (526, 196, 0.25857)
      (526, 214, 0.25268)
      (526, 224, 0.95669)
      (526, 228, 0.17845)
      (526, 230, 0.15750)
      (526, 246, 0.91278)
      (526, 248, 0.39339)
      (526, 261, 0.74997)
      (526, 288, 0.33757)
      (526, 325, 0.51206)
      (526, 338, 0.23650)
      (526, 358, 0.58012)
      (526, 365, 0.11988)
      (526, 376, 0.06164)
      (526, 384, 0.64053)
      (526, 388, 0.30450)
      (526, 400, 0.37114)
      (526, 403, 0.37106)
      (526, 429, 0.37770)
      (526, 430, 0.10333)
      (526, 450, 0.72843)
      (526, 465, 0.94795)
      (526, 469, 0.94066)
      (526, 487, 0.31145)
      (526, 492, 0.41711)
      (526, 532, 0.88991)
      (526, 546, 0.40718)
      (526, 560, 0.64145)
      (526, 615, 0.36672)
      (526, 616, 0.42675)
      (526, 630, 0.54931)
      (526, 638, 0.64724)
      (526, 648, 0.62039)
      (526, 650, 0.83211)
      (526, 681, 0.74275)
      (526, 684, 0.27039)
      (526, 685, 0.65687)
      (526, 709, 0.42577)
      (526, 718, 0.59145)
      (526, 742, 0.79272)
      (526, 760, 0.76775)
      (526, 772, 0.09332)
      (526, 773, 0.63570)
      (526, 780, 0.91264)
      (526, 784, 0.79236)
      (526, 785, 0.03008)
      (526, 810, 0.38300)
      (526, 822, 0.95547)
      (526, 852, 0.67242)
      (526, 858, 0.83662)
      (526, 899, 0.89064)
      (526, 903, 0.43959)
      (526, 906, 0.79208)
      (526, 970, 0.61233)
      (526, 978, 0.87200)
      (526, 986, 0.01165)
      (526, 992, 0.40064)
      (527, 18, 0.98197)
      (527, 31, 0.63639)
      (527, 36, 0.20293)
      (527, 47, 0.17023)
      (527, 58, 0.43200)
      (527, 198, 0.53083)
      (527, 258, 0.01524)
      (527, 269, 0.73634)
      (527, 281, 0.38950)
      (527, 283, 0.92173)
      (527, 287, 0.36155)
      (527, 315, 0.19172)
      (527, 335, 0.25832)
      (527, 341, 0.89912)
      (527, 380, 0.96523)
      (527, 392, 0.13763)
      (527, 395, 0.48687)
      (527, 402, 0.63926)
      (527, 416, 0.50891)
      (527, 433, 0.30625)
      (527, 500, 0.06121)
      (527, 506, 0.32810)
      (527, 524, 0.63786)
      (527, 532, 0.52060)
      (527, 534, 0.19233)
      (527, 565, 0.49453)
      (527, 569, 0.67018)
      (527, 601, 0.94489)
      (527, 607, 0.54275)
      (527, 656, 0.58790)
      (527, 657, 0.54804)
      (527, 682, 0.17820)
      (527, 687, 0.08311)
      (527, 737, 0.76275)
      (527, 762, 0.50077)
      (527, 763, 0.38774)
      (527, 764, 0.47729)
      (527, 805, 0.07465)
      (527, 816, 0.79971)
      (527, 832, 0.54166)
      (527, 864, 0.12574)
      (527, 888, 0.71539)
      (527, 928, 0.57255)
      (527, 929, 0.76874)
      (527, 954, 0.89679)
      (527, 964, 0.44811)
      (527, 965, 0.06575)
      (527, 980, 0.00210)
      (527, 986, 0.94695)
      (528,  4, 0.95424)
      (528, 28, 0.39531)
      (528, 48, 0.29730)
      (528, 77, 0.55577)
      (528, 85, 0.56083)
      (528, 95, 0.77650)
      (528, 105, 0.46440)
      (528, 124, 0.14398)
      (528, 127, 0.90113)
      (528, 142, 0.03836)
      (528, 153, 0.23996)
      (528, 159, 0.47243)
      (528, 198, 0.51691)
      (528, 238, 0.38407)
      (528, 245, 0.80490)
      (528, 247, 0.62099)
      (528, 253, 0.35112)
      (528, 278, 0.00269)
      (528, 292, 0.44299)
      (528, 298, 0.70302)
      (528, 304, 0.78912)
      (528, 309, 0.47650)
      (528, 361, 0.90443)
      (528, 368, 0.93156)
      (528, 370, 0.31052)
      (528, 386, 0.59492)
      (528, 427, 0.83925)
      (528, 441, 0.37106)
      (528, 471, 0.71081)
      (528, 475, 0.94533)
      (528, 484, 0.36428)
      (528, 485, 0.42273)
      (528, 487, 0.41087)
      (528, 498, 0.86422)
      (528, 500, 0.88894)
      (528, 508, 0.08327)
      (528, 516, 0.10927)
      (528, 552, 0.19965)
      (528, 554, 0.89256)
      (528, 559, 0.00199)
      (528, 572, 0.85293)
      (528, 575, 0.85056)
      (528, 613, 0.01673)
      (528, 642, 0.56623)
      (528, 651, 0.12754)
      (528, 655, 0.51257)
      (528, 704, 0.31285)
      (528, 708, 0.44593)
      (528, 753, 0.68003)
      (528, 794, 0.85201)
      (528, 797, 0.71349)
      (528, 810, 0.33715)
      (528, 815, 0.55722)
      (528, 845, 0.17659)
      (528, 849, 0.24080)
      (528, 867, 0.83482)
      (528, 879, 0.77245)
      (528, 883, 0.31734)
      (528, 900, 0.56938)
      (528, 968, 0.21453)
      (528, 985, 0.81983)
      (529,  5, 0.91469)
      (529,  7, 0.74761)
      (529, 18, 0.00788)
      (529, 41, 0.76129)
      (529, 54, 0.39096)
      (529, 60, 0.68453)
      (529, 63, 0.61291)
      (529, 71, 0.28099)
      (529, 94, 0.23541)
      (529, 97, 0.86962)
      (529, 101, 0.52778)
      (529, 142, 0.93743)
      (529, 144, 0.86164)
      (529, 148, 0.08872)
      (529, 152, 0.15472)
      (529, 157, 0.79036)
      (529, 159, 0.15610)
      (529, 168, 0.55478)
      (529, 170, 0.02782)
      (529, 176, 0.02296)
      (529, 200, 0.36014)
      (529, 212, 0.06527)
      (529, 215, 0.24530)
      (529, 228, 0.43634)
      (529, 230, 0.11405)
      (529, 238, 0.17587)
      (529, 253, 0.61440)
      (529, 256, 0.75743)
      (529, 258, 0.16193)
      (529, 275, 0.32985)
      (529, 309, 0.57710)
      (529, 376, 0.09681)
      (529, 402, 0.81484)
      (529, 416, 0.43753)
      (529, 424, 0.58288)
      (529, 427, 0.86567)
      (529, 440, 0.97203)
      (529, 449, 0.49358)
      (529, 491, 0.50567)
      (529, 505, 0.59321)
      (529, 513, 0.18254)
      (529, 531, 0.62575)
      (529, 536, 0.64801)
      (529, 548, 0.35421)
      (529, 574, 0.22209)
      (529, 588, 0.79042)
      (529, 594, 0.03095)
      (529, 604, 0.17906)
      (529, 631, 0.62547)
      (529, 661, 0.43363)
      (529, 663, 0.98429)
      (529, 664, 0.35653)
      (529, 669, 0.80872)
      (529, 676, 0.65354)
      (529, 688, 0.90475)
      (529, 703, 0.55785)
      (529, 802, 0.69403)
      (529, 818, 0.03153)
      (529, 844, 0.12857)
      (529, 847, 0.41198)
      (529, 848, 0.75560)
      (529, 863, 0.24328)
      (529, 876, 0.54551)
      (529, 905, 0.10707)
      (529, 963, 0.83856)
      (529, 968, 0.30303)
      (529, 984, 0.65770)
      (530,  4, 0.34136)
      (530, 36, 0.97205)
      (530, 50, 0.19022)
      (530, 54, 0.43166)
      (530, 59, 0.61576)
      (530, 73, 0.22351)
      (530, 117, 0.63199)
      (530, 127, 0.50077)
      (530, 222, 0.32121)
      (530, 233, 0.82447)
      (530, 236, 0.12657)
      (530, 242, 0.23926)
      (530, 248, 0.57349)
      (530, 249, 0.32742)
      (530, 265, 0.79896)
      (530, 294, 0.15690)
      (530, 298, 0.18783)
      (530, 315, 0.98523)
      (530, 317, 0.55504)
      (530, 329, 0.05463)
      (530, 333, 0.26156)
      (530, 345, 0.64921)
      (530, 346, 0.11122)
      (530, 428, 0.89768)
      (530, 442, 0.13317)
      (530, 449, 0.81571)
      (530, 498, 0.94053)
      (530, 508, 0.71230)
      (530, 540, 0.27318)
      (530, 562, 0.45673)
      (530, 593, 0.36632)
      (530, 610, 0.99884)
      (530, 676, 0.82946)
      (530, 688, 0.67941)
      (530, 693, 0.98225)
      (530, 706, 0.43033)
      (530, 717, 0.71924)
      (530, 742, 0.27192)
      (530, 756, 0.77928)
      (530, 761, 0.31722)
      (530, 768, 0.68740)
      (530, 820, 0.00963)
      (530, 846, 0.76154)
      (530, 883, 0.57089)
      (530, 893, 0.66903)
      (530, 911, 0.46532)
      (530, 924, 0.37077)
      (530, 932, 0.35370)
      (530, 955, 0.49651)
      (530, 958, 0.95922)
      (530, 979, 0.96567)
      (530, 993, 0.76143)
      (531, 34, 0.33225)
      (531, 65, 0.69123)
      (531, 66, 0.34630)
      (531, 67, 0.49338)
      (531, 82, 0.98622)
      (531, 83, 0.76246)
      (531, 136, 0.89509)
      (531, 149, 0.89103)
      (531, 154, 0.19491)
      (531, 159, 0.24732)
      (531, 169, 0.89729)
      (531, 279, 0.86724)
      (531, 280, 0.96716)
      (531, 286, 0.37326)
      (531, 301, 0.28169)
      (531, 355, 0.71269)
      (531, 371, 0.59542)
      (531, 377, 0.37363)
      (531, 380, 0.51212)
      (531, 413, 0.08317)
      (531, 425, 0.32468)
      (531, 426, 0.54546)
      (531, 432, 0.29064)
      (531, 478, 0.80722)
      (531, 571, 0.38021)
      (531, 592, 0.83830)
      (531, 601, 0.45853)
      (531, 602, 0.43998)
      (531, 634, 0.76446)
      (531, 636, 0.98986)
      (531, 675, 0.01440)
      (531, 681, 0.18148)
      (531, 696, 0.47913)
      (531, 705, 0.93277)
      (531, 739, 0.07337)
      (531, 751, 0.35133)
      (531, 770, 0.37729)
      (531, 791, 0.05002)
      (531, 819, 0.60422)
      (531, 820, 0.82696)
      (531, 821, 0.61858)
      (531, 841, 0.31204)
      (531, 854, 0.02246)
      (531, 879, 0.68632)
      (531, 885, 0.55037)
      (531, 894, 0.74832)
      (531, 900, 0.48512)
      (531, 934, 0.00335)
      (531, 939, 0.94917)
      (531, 973, 0.93471)
      (531, 981, 0.75740)
      (531, 991, 0.15771)
      (531, 994, 0.81450)
      (531, 996, 0.81963)
      (532, 14, 0.96565)
      (532, 23, 0.39614)
      (532, 40, 0.94304)
      (532, 56, 0.80281)
      (532, 61, 0.15588)
      (532, 88, 0.80444)
      (532, 89, 0.20785)
      (532, 143, 0.95346)
      (532, 154, 0.72356)
      (532, 166, 0.92837)
      (532, 180, 0.37536)
      (532, 185, 0.67991)
      (532, 241, 0.07431)
      (532, 268, 0.14906)
      (532, 287, 0.12007)
      (532, 331, 0.76655)
      (532, 350, 0.81296)
      (532, 371, 0.55151)
      (532, 403, 0.10188)
      (532, 411, 0.64023)
      (532, 439, 0.08813)
      (532, 478, 0.80102)
      (532, 493, 0.79504)
      (532, 594, 0.55270)
      (532, 600, 0.09219)
      (532, 610, 0.58488)
      (532, 616, 0.12672)
      (532, 644, 0.02857)
      (532, 679, 0.31261)
      (532, 690, 0.87291)
      (532, 711, 0.26020)
      (532, 717, 0.29563)
      (532, 727, 0.57628)
      (532, 742, 0.69275)
      (532, 774, 0.23225)
      (532, 783, 0.44951)
      (532, 817, 0.72620)
      (532, 818, 0.12849)
      (532, 827, 0.77124)
      (532, 837, 0.98152)
      (532, 863, 0.36057)
      (532, 889, 0.74656)
      (532, 931, 0.94992)
      (532, 934, 0.63779)
      (532, 935, 0.60238)
      (532, 962, 0.62281)
      (532, 976, 0.55346)
      (532, 997, 0.45548)
      (533, 14, 0.96442)
      (533, 27, 0.21028)
      (533, 37, 0.98465)
