1 directed weighted graphs; all are reachable from vertex 0.

** G1: |V| = 2000
(u, v) E = { 
      (1273, 1391, 0.56691)
      (1273, 1525, 0.53138)
      (1273, 1566, 0.72237)
      (1273, 1571, 0.87160)
      (1273, 1751, 0.88360)
      (1273, 1797, 0.54901)
      (1273, 1814, 0.43077)
      (1273, 1885, 0.25527)
      (1274,  6, 0.12963)
      (1274, 92, 0.89337)
      (1274, 449, 0.90011)
      (1274, 882, 0.24472)
      (1274, 930, 0.43098)
      (1274, 950, 0.54925)
      (1274, 1053, 0.25127)
      (1274, 1214, 0.46071)
      (1274, 1247, 0.80706)
      (1274, 1287, 0.72888)
      (1274, 1331, 0.23672)
      (1274, 1454, 0.54128)
      (1274, 1517, 0.59126)
      (1274, 1586, 0.02004)
      (1274, 1618, 0.41025)
      (1274, 1716, 0.33493)
      (1274, 1722, 0.74843)
      (1275, 131, 0.58749)
      (1275, 152, 0.49736)
      (1275, 345, 0.15520)
      (1275, 440, 0.11969)
      (1275, 527, 0.21590)
      (1275, 544, 0.79685)
      (1275, 597, 0.34378)
      (1275, 669, 0.62214)
      (1275, 708, 0.46389)
      (1275, 775, 0.75114)
      (1275, 1006, 0.47063)
      (1275, 1097, 0.83251)
      (1275, 1130, 0.23264)
      (1275, 1297, 0.70421)
      (1275, 1324, 0.84762)
      (1275, 1491, 0.80657)
      (1275, 1575, 0.00383)
      (1275, 1622, 0.93036)
      (1275, 1691, 0.52452)
      (1275, 1717, 0.56334)
      (1275, 1794, 0.88113)
      (1275, 1857, 0.76114)
      (1275, 1871, 0.07844)
      (1275, 1944, 0.70793)
      (1275, 1950, 0.17042)
      (1276, 139, 0.13700)
      (1276, 238, 0.95361)
      (1276, 298, 0.97330)
      (1276, 460, 0.28358)
      (1276, 572, 0.79792)
      (1276, 591, 0.17149)
      (1276, 663, 0.14463)
      (1276, 691, 0.63370)
      (1276, 889, 0.79690)
      (1276, 1046, 0.97203)
      (1276, 1092, 0.32169)
      (1276, 1273, 0.66755)
      (1276, 1360, 0.27200)
      (1276, 1473, 0.99059)
      (1276, 1908, 0.69101)
      (1276, 1930, 0.75803)
      (1277, 100, 0.10927)
      (1277, 286, 0.45341)
      (1277, 367, 0.92254)
      (1277, 411, 0.21300)
      (1277, 541, 0.38687)
      (1277, 546, 0.08187)
      (1277, 715, 0.84152)
      (1277, 1143, 0.78575)
      (1277, 1144, 0.10516)
      (1277, 1154, 0.55361)
      (1277, 1202, 0.86199)
      (1277, 1245, 0.65444)
      (1277, 1288, 0.89075)
      (1277, 1474, 0.31526)
      (1277, 1577, 0.99328)
      (1277, 1686, 0.19945)
      (1277, 1757, 0.72590)
      (1277, 1842, 0.75518)
      (1277, 1890, 0.95114)
      (1277, 1897, 0.73150)
      (1277, 1973, 0.74046)
      (1278, 85, 0.66635)
      (1278, 233, 0.05196)
      (1278, 240, 0.18927)
      (1278, 365, 0.54800)
      (1278, 376, 0.08879)
      (1278, 416, 0.36911)
      (1278, 545, 0.69156)
      (1278, 744, 0.77710)
      (1278, 781, 0.81764)
      (1278, 782, 0.75396)
      (1278, 852, 0.53638)
      (1278, 898, 0.03969)
      (1278, 975, 0.50463)
      (1278, 1063, 0.80215)
      (1278, 1286, 0.74928)
      (1278, 1297, 0.98889)
      (1278, 1310, 0.70265)
      (1278, 1620, 0.61306)
      (1278, 1628, 0.51090)
      (1278, 1722, 0.78463)
      (1278, 1729, 0.92460)
      (1278, 1738, 0.80926)
      (1278, 1749, 0.20259)
      (1278, 1750, 0.77727)
      (1278, 1843, 0.99498)
      (1278, 1944, 0.75781)
      (1279, 10, 0.64264)
      (1279, 87, 0.94297)
      (1279, 215, 0.23076)
      (1279, 378, 0.28136)
      (1279, 395, 0.58386)
      (1279, 414, 0.08949)
      (1279, 499, 0.43962)
      (1279, 525, 0.40142)
      (1279, 569, 0.27039)
      (1279, 598, 0.81904)
      (1279, 914, 0.09900)
      (1279, 1082, 0.33921)
      (1279, 1225, 0.66515)
      (1279, 1315, 0.15440)
      (1279, 1462, 0.43127)
      (1279, 1581, 0.59415)
      (1279, 1624, 0.53059)
      (1279, 1632, 0.07106)
      (1279, 1778, 0.60753)
      (1279, 1835, 0.78242)
      (1279, 1856, 0.61584)
      (1279, 1868, 0.72529)
      (1279, 1933, 0.11843)
      (1280, 11, 0.52731)
      (1280, 39, 0.11877)
      (1280, 70, 0.35881)
      (1280, 187, 0.47486)
      (1280, 237, 0.50869)
      (1280, 246, 0.82264)
      (1280, 271, 0.99345)
      (1280, 287, 0.25626)
      (1280, 293, 0.26553)
      (1280, 502, 0.29550)
      (1280, 575, 0.34929)
      (1280, 684, 0.97090)
      (1280, 697, 0.72231)
      (1280, 771, 0.07324)
      (1280, 1067, 0.75417)
      (1280, 1077, 0.54749)
      (1280, 1776, 0.39466)
      (1280, 1955, 0.51258)
      (1281, 12, 0.48190)
      (1281, 86, 0.95376)
      (1281, 109, 0.50288)
      (1281, 111, 0.82911)
      (1281, 112, 0.62684)
      (1281, 288, 0.39555)
      (1281, 432, 0.11415)
      (1281, 508, 0.83708)
      (1281, 524, 0.61488)
      (1281, 629, 0.66636)
      (1281, 721, 0.95892)
      (1281, 939, 0.39902)
      (1281, 1003, 0.24593)
      (1281, 1129, 0.78962)
      (1281, 1216, 0.40133)
      (1281, 1518, 0.65402)
      (1281, 1676, 0.42587)
      (1281, 1735, 0.22922)
      (1282, 19, 0.98154)
      (1282, 105, 0.76322)
      (1282, 356, 0.16244)
      (1282, 511, 0.05420)
      (1282, 675, 0.70018)
      (1282, 708, 0.04030)
      (1282, 1165, 0.69570)
      (1282, 1256, 0.91884)
      (1282, 1357, 0.78628)
      (1282, 1383, 0.58200)
      (1282, 1404, 0.59931)
      (1282, 1428, 0.15172)
      (1282, 1815, 0.37793)
      (1282, 1884, 0.83071)
      (1283, 311, 0.34068)
      (1283, 318, 0.41928)
      (1283, 525, 0.18020)
      (1283, 721, 0.34877)
      (1283, 773, 0.96083)
      (1283, 807, 0.43058)
      (1283, 1009, 0.22217)
      (1283, 1033, 0.99241)
      (1283, 1112, 0.72920)
      (1283, 1201, 0.95869)
      (1283, 1237, 0.18375)
      (1283, 1392, 0.04719)
      (1283, 1502, 0.14168)
      (1283, 1546, 0.13902)
      (1283, 1657, 0.55535)
      (1283, 1699, 0.08694)
      (1283, 1736, 0.18585)
      (1283, 1769, 0.72624)
      (1284, 197, 0.51795)
      (1284, 285, 0.12887)
      (1284, 305, 0.00778)
      (1284, 313, 0.85558)
      (1284, 522, 0.04328)
      (1284, 556, 0.95216)
      (1284, 601, 0.63682)
      (1284, 968, 0.96592)
      (1284, 971, 0.20718)
      (1284, 1012, 0.60886)
      (1284, 1057, 0.10666)
      (1284, 1101, 0.05258)
      (1284, 1221, 0.18522)
      (1284, 1591, 0.92561)
      (1284, 1627, 0.09816)
      (1284, 1709, 0.45502)
      (1284, 1769, 0.88315)
      (1284, 1936, 0.03204)
      (1284, 1958, 0.60998)
      (1285, 156, 0.15184)
      (1285, 161, 0.78044)
      (1285, 249, 0.91964)
      (1285, 275, 0.54519)
      (1285, 504, 0.99306)
      (1285, 618, 0.01869)
      (1285, 708, 0.95409)
      (1285, 835, 0.83646)
      (1285, 840, 0.33858)
      (1285, 1023, 0.14925)
      (1285, 1060, 0.73932)
      (1285, 1174, 0.43075)
      (1285, 1411, 0.76467)
      (1285, 1488, 0.36229)
      (1285, 1538, 0.36874)
      (1285, 1624, 0.20829)
      (1285, 1626, 0.75623)
      (1285, 1630, 0.12576)
      (1285, 1729, 0.48940)
      (1285, 1856, 0.03714)
      (1285, 1915, 0.09055)
      (1286,  3, 0.40448)
      (1286, 15, 0.46528)
      (1286, 22, 0.50632)
      (1286, 53, 0.85944)
      (1286, 55, 0.51771)
      (1286, 159, 0.40635)
      (1286, 164, 0.26933)
      (1286, 249, 0.04444)
      (1286, 350, 0.85706)
      (1286, 351, 0.11185)
      (1286, 448, 0.60444)
      (1286, 548, 0.14537)
      (1286, 579, 0.30634)
      (1286, 669, 0.50708)
      (1286, 842, 0.27866)
      (1286, 937, 0.32153)
      (1286, 954, 0.03709)
      (1286, 1049, 0.76918)
      (1286, 1188, 0.85218)
      (1286, 1252, 0.42012)
      (1286, 1279, 0.10014)
      (1286, 1349, 0.30252)
      (1286, 1479, 0.20171)
      (1286, 1565, 0.99953)
      (1286, 1801, 0.34848)
      (1286, 1889, 0.71209)
      (1286, 1906, 0.04753)
      (1287, 55, 0.09902)
      (1287, 215, 0.99036)
      (1287, 225, 0.01052)
      (1287, 352, 0.02581)
      (1287, 462, 0.47562)
      (1287, 832, 0.41152)
      (1287, 937, 0.15923)
      (1287, 1089, 0.16498)
      (1287, 1103, 0.42797)
      (1287, 1146, 0.27136)
      (1287, 1162, 0.37452)
      (1287, 1260, 0.67923)
      (1287, 1512, 0.82434)
      (1287, 1963, 0.37723)
      (1288, 54, 0.81589)
      (1288, 99, 0.67958)
      (1288, 433, 0.99356)
      (1288, 467, 0.68923)
      (1288, 484, 0.44614)
      (1288, 672, 0.86836)
      (1288, 849, 0.23825)
      (1288, 851, 0.74464)
      (1288, 913, 0.64236)
      (1288, 962, 0.11989)
      (1288, 1220, 0.97092)
      (1288, 1281, 0.23869)
      (1288, 1298, 0.85235)
      (1288, 1461, 0.57241)
      (1288, 1665, 0.79002)
      (1288, 1670, 0.02252)
      (1288, 1748, 0.19833)
      (1288, 1764, 0.63691)
      (1288, 1778, 0.89938)
      (1288, 1988, 0.62522)
      (1289, 297, 0.24131)
      (1289, 340, 0.88173)
      (1289, 359, 0.40491)
      (1289, 496, 0.83390)
      (1289, 534, 0.48961)
      (1289, 698, 0.69369)
      (1289, 821, 0.39841)
      (1289, 964, 0.49913)
      (1289, 976, 0.67848)
      (1289, 1016, 0.65427)
      (1289, 1031, 0.41780)
      (1289, 1140, 0.26427)
      (1289, 1518, 0.69370)
      (1289, 1807, 0.14429)
      (1289, 1968, 0.80641)
      (1290, 50, 0.99495)
      (1290, 112, 0.08029)
      (1290, 121, 0.59402)
      (1290, 188, 0.42386)
      (1290, 205, 0.99133)
      (1290, 245, 0.20154)
      (1290, 269, 0.12864)
      (1290, 326, 0.88127)
      (1290, 606, 0.75894)
      (1290, 696, 0.60171)
      (1290, 710, 0.30332)
      (1290, 943, 0.49780)
      (1290, 1006, 0.47883)
      (1290, 1070, 0.12172)
      (1290, 1144, 0.97296)
      (1290, 1149, 0.23229)
      (1290, 1300, 0.98475)
      (1290, 1456, 0.43118)
      (1290, 1520, 0.44797)
      (1290, 1578, 0.97794)
      (1290, 1615, 0.39866)
      (1290, 1669, 0.90070)
      (1290, 1741, 0.76647)
      (1290, 1756, 0.07940)
      (1290, 1763, 0.02220)
      (1290, 1800, 0.33896)
      (1291, 110, 0.63089)
      (1291, 120, 0.48920)
      (1291, 141, 0.28603)
      (1291, 192, 0.79406)
      (1291, 218, 0.13182)
      (1291, 302, 0.54944)
      (1291, 364, 0.42100)
      (1291, 390, 0.38300)
      (1291, 433, 0.79180)
      (1291, 528, 0.44938)
      (1291, 553, 0.97599)
      (1291, 568, 0.95752)
      (1291, 664, 0.34642)
      (1291, 710, 0.61798)
      (1291, 778, 0.57926)
      (1291, 794, 0.45240)
      (1291, 848, 0.14208)
      (1291, 887, 0.45604)
      (1291, 996, 0.19920)
      (1291, 1036, 0.87266)
      (1291, 1092, 0.49649)
      (1291, 1099, 0.18935)
      (1291, 1361, 0.15590)
      (1291, 1680, 0.53546)
      (1291, 1691, 0.39175)
      (1291, 1700, 0.41345)
      (1291, 1910, 0.62732)
      (1291, 1944, 0.70346)
      (1292, 22, 0.05901)
      (1292, 203, 0.37111)
      (1292, 220, 0.23065)
      (1292, 521, 0.31508)
      (1292, 560, 0.87874)
      (1292, 648, 0.56890)
      (1292, 685, 0.18232)
      (1292, 768, 0.59928)
      (1292, 794, 0.29610)
      (1292, 799, 0.55371)
      (1292, 868, 0.02027)
      (1292, 901, 0.18668)
      (1292, 907, 0.09795)
      (1292, 1025, 0.84157)
      (1292, 1232, 0.37886)
      (1292, 1485, 0.32455)
      (1292, 1886, 0.62696)
      (1293,  8, 0.85406)
      (1293, 150, 0.51939)
      (1293, 218, 0.00789)
      (1293, 427, 0.39212)
      (1293, 462, 0.16436)
      (1293, 515, 0.93091)
      (1293, 516, 0.57590)
      (1293, 535, 0.94152)
      (1293, 571, 0.97331)
      (1293, 987, 0.23083)
      (1293, 1040, 0.92487)
      (1293, 1194, 0.44894)
      (1293, 1349, 0.57606)
      (1293, 1425, 0.11023)
      (1293, 1539, 0.88725)
      (1293, 1560, 0.82754)
      (1293, 1575, 0.27252)
      (1293, 1721, 0.53072)
      (1293, 1740, 0.24448)
      (1293, 1844, 0.66966)
      (1294, 28, 0.98721)
      (1294, 210, 0.68491)
      (1294, 237, 0.56165)
      (1294, 367, 0.95941)
      (1294, 419, 0.88796)
      (1294, 500, 0.94721)
      (1294, 571, 0.99233)
      (1294, 599, 0.39792)
      (1294, 636, 0.99189)
      (1294, 733, 0.75647)
      (1294, 734, 0.26765)
      (1294, 791, 0.00450)
      (1294, 806, 0.66810)
      (1294, 934, 0.20445)
      (1294, 1321, 0.97337)
      (1294, 1482, 0.11384)
      (1294, 1593, 0.22503)
      (1294, 1770, 0.82918)
      (1294, 1787, 0.66807)
      (1294, 1917, 0.23310)
      (1295,  1, 0.62792)
      (1295, 91, 0.18122)
      (1295, 209, 0.71816)
      (1295, 224, 0.20328)
      (1295, 379, 0.64952)
      (1295, 412, 0.75869)
      (1295, 438, 0.11953)
      (1295, 453, 0.12224)
      (1295, 554, 0.58035)
      (1295, 576, 0.27660)
      (1295, 587, 0.99057)
      (1295, 627, 0.78854)
      (1295, 642, 0.03259)
      (1295, 683, 0.68082)
      (1295, 727, 0.12374)
      (1295, 992, 0.27422)
      (1295, 1034, 0.71884)
      (1295, 1083, 0.63892)
      (1295, 1122, 0.12153)
      (1295, 1248, 0.44595)
      (1295, 1626, 0.83806)
      (1295, 1682, 0.54332)
      (1295, 1867, 0.54014)
      (1296, 94, 0.91353)
      (1296, 143, 0.84397)
      (1296, 318, 0.55420)
      (1296, 338, 0.50753)
      (1296, 427, 0.63208)
      (1296, 439, 0.67228)
      (1296, 480, 0.56628)
      (1296, 500, 0.79199)
      (1296, 594, 0.43040)
      (1296, 665, 0.55068)
      (1296, 804, 0.82119)
      (1296, 818, 0.41527)
      (1296, 885, 0.86230)
      (1296, 969, 0.32395)
      (1296, 1086, 0.32791)
      (1296, 1294, 0.51235)
      (1296, 1438, 0.57705)
      (1296, 1518, 0.73549)
      (1296, 1564, 0.30777)
      (1296, 1611, 0.71849)
      (1296, 1811, 0.19532)
      (1296, 1973, 0.77561)
      (1297, 186, 0.78181)
      (1297, 336, 0.39772)
      (1297, 496, 0.61762)
      (1297, 705, 0.75775)
      (1297, 784, 0.50056)
      (1297, 982, 0.12653)
      (1297, 1063, 0.61198)
      (1297, 1116, 0.79160)
      (1297, 1141, 0.62390)
      (1297, 1224, 0.95641)
      (1297, 1345, 0.69116)
      (1297, 1382, 0.37666)
      (1297, 1462, 0.28491)
      (1297, 1522, 0.62241)
      (1297, 1942, 0.49038)
      (1297, 1998, 0.61865)
      (1298, 159, 0.88863)
      (1298, 286, 0.52463)
      (1298, 349, 0.93586)
      (1298, 417, 0.48550)
      (1298, 458, 0.00708)
      (1298, 461, 0.84910)
      (1298, 510, 0.68479)
      (1298, 520, 0.68913)
      (1298, 601, 0.62781)
      (1298, 619, 0.59078)
      (1298, 723, 0.48176)
      (1298, 734, 0.13333)
      (1298, 785, 0.42350)
      (1298, 1087, 0.44536)
      (1298, 1105, 0.69697)
      (1298, 1241, 0.99013)
      (1298, 1306, 0.97314)
      (1298, 1368, 0.70863)
      (1298, 1404, 0.63441)
      (1298, 1431, 0.52374)
      (1298, 1517, 0.34805)
      (1298, 1524, 0.70038)
      (1298, 1605, 0.48851)
      (1298, 1668, 0.96448)
      (1298, 1708, 0.86810)
      (1298, 1714, 0.50209)
      (1298, 1738, 0.79806)
      (1298, 1801, 0.82277)
      (1298, 1916, 0.48757)
      (1298, 1926, 0.95503)
      (1299, 68, 0.52105)
      (1299, 127, 0.58585)
      (1299, 146, 0.69686)
      (1299, 173, 0.07936)
      (1299, 284, 0.98901)
      (1299, 391, 0.97861)
      (1299, 900, 0.22277)
      (1299, 1031, 0.08525)
      (1299, 1183, 0.20791)
      (1299, 1341, 0.68694)
      (1299, 1678, 0.19577)
      (1299, 1803, 0.31430)
      (1299, 1962, 0.91921)
      (1300, 169, 0.65445)
      (1300, 283, 0.83109)
      (1300, 367, 0.38892)
      (1300, 454, 0.29736)
      (1300, 600, 0.11864)
      (1300, 658, 0.60624)
      (1300, 667, 0.60109)
      (1300, 778, 0.24126)
      (1300, 963, 0.80053)
      (1300, 1018, 0.36491)
      (1300, 1214, 0.17841)
      (1300, 1286, 0.25272)
      (1300, 1436, 0.82935)
      (1300, 1496, 0.08017)
      (1300, 1528, 0.72229)
      (1300, 1571, 0.76051)
      (1300, 1581, 0.03535)
      (1300, 1639, 0.62390)
      (1300, 1695, 0.97685)
      (1300, 1851, 0.00071)
      (1300, 1979, 0.43378)
      (1301, 54, 0.61774)
      (1301, 178, 0.17458)
      (1301, 179, 0.24230)
      (1301, 296, 0.39182)
      (1301, 398, 0.94405)
      (1301, 666, 0.86215)
      (1301, 943, 0.93593)
      (1301, 1009, 0.45091)
      (1301, 1065, 0.57564)
      (1301, 1067, 0.59283)
      (1301, 1341, 0.32312)
      (1301, 1349, 0.61621)
      (1301, 1521, 0.66539)
      (1301, 1589, 0.93388)
      (1301, 1844, 0.21597)
      (1301, 1948, 0.59337)
      (1302, 319, 0.35513)
      (1302, 361, 0.22305)
      (1302, 412, 0.59675)
      (1302, 683, 0.33039)
      (1302, 777, 0.14170)
      (1302, 850, 0.16777)
      (1302, 969, 0.35281)
      (1302, 1110, 0.08643)
      (1302, 1124, 0.98249)
      (1302, 1151, 0.90876)
      (1302, 1200, 0.60445)
      (1302, 1263, 0.29769)
      (1302, 1315, 0.97564)
      (1302, 1348, 0.40426)
      (1302, 1385, 0.75924)
      (1302, 1453, 0.44540)
      (1302, 1469, 0.86423)
      (1302, 1613, 0.65257)
      (1302, 1766, 0.24952)
      (1302, 1901, 0.90507)
      (1303, 29, 0.51186)
      (1303, 69, 0.16691)
      (1303, 148, 0.12380)
      (1303, 210, 0.91061)
      (1303, 316, 0.01323)
      (1303, 343, 0.18317)
      (1303, 943, 0.78381)
      (1303, 1233, 0.73606)
      (1303, 1259, 0.07378)
      (1303, 1348, 0.57746)
      (1303, 1461, 0.34979)
      (1303, 1695, 0.43973)
      (1303, 1707, 0.37685)
      (1303, 1734, 0.37386)
      (1303, 1853, 0.68406)
      (1303, 1861, 0.26388)
      (1303, 1898, 0.32641)
      (1303, 1936, 0.35531)
      (1304, 120, 0.53230)
      (1304, 126, 0.54561)
      (1304, 214, 0.85008)
      (1304, 452, 0.64803)
      (1304, 567, 0.92847)
      (1304, 625, 0.43523)
      (1304, 640, 0.79759)
      (1304, 890, 0.17616)
      (1304, 1114, 0.14082)
      (1304, 1358, 0.43067)
      (1304, 1375, 0.81377)
      (1304, 1456, 0.50162)
      (1304, 1509, 0.87488)
      (1304, 1529, 0.50388)
      (1304, 1644, 0.27596)
      (1304, 1758, 0.12871)
      (1304, 1826, 0.01818)
      (1305, 112, 0.01234)
      (1305, 131, 0.41309)
      (1305, 176, 0.21079)
      (1305, 316, 0.04875)
      (1305, 391, 0.15146)
      (1305, 570, 0.02513)
      (1305, 608, 0.02736)
      (1305, 699, 0.37518)
      (1305, 869, 0.36198)
      (1305, 930, 0.86413)
      (1305, 1221, 0.41460)
      (1305, 1373, 0.68745)
      (1305, 1682, 0.11256)
      (1306, 169, 0.78056)
      (1306, 224, 0.76672)
      (1306, 336, 0.51560)
      (1306, 353, 0.82339)
      (1306, 593, 0.75961)
      (1306, 669, 0.17708)
      (1306, 838, 0.65723)
      (1306, 841, 0.76141)
      (1306, 842, 0.13064)
      (1306, 901, 0.33231)
      (1306, 921, 0.31203)
      (1306, 1064, 0.30033)
      (1306, 1097, 0.18437)
      (1306, 1133, 0.07923)
      (1306, 1167, 0.32234)
      (1306, 1212, 0.20709)
      (1306, 1238, 0.40780)
      (1306, 1309, 0.87307)
      (1306, 1318, 0.87210)
      (1306, 1560, 0.11283)
      (1306, 1935, 0.29351)
      (1306, 1940, 0.64157)
      (1306, 1960, 0.35582)
      (1306, 1968, 0.54658)
      (1307, 16, 0.34055)
      (1307, 117, 0.74955)
      (1307, 139, 0.87095)
      (1307, 177, 0.95739)
      (1307, 382, 0.14828)
      (1307, 548, 0.62951)
      (1307, 552, 0.10984)
      (1307, 560, 0.23011)
      (1307, 562, 0.59937)
      (1307, 575, 0.89737)
      (1307, 580, 0.63360)
      (1307, 663, 0.51197)
      (1307, 715, 0.35883)
      (1307, 963, 0.60037)
      (1307, 1298, 0.78242)
      (1307, 1308, 0.31628)
      (1307, 1332, 0.02266)
      (1307, 1376, 0.05211)
      (1307, 1477, 0.87367)
